"OysterID","Date","Section","StationName","Station","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","FinalTissueWt","CI","Temperature","Salinity","DO","pH","Group","Year","YearF","GroupYear","pre.post","pre.post.group","GYD"
"ABWC2201-03",2022-01-04,"W","Paradise Flats",1,"97.79",0.99,"12.77","82.63",3.51,79.42,2.52,3.17300428103752,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-04",2022-01-04,"W","Paradise Flats",1,"198.26",0.99,"32.34","159.18",7.21,152.41,6.22,4.08109704087658,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-05",2022-01-04,"W","Paradise Flats",1,"112.21",0.98,"16.65","90.58",4.68,88.44,3.7,4.18362731795568,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-06",2022-01-04,"W","Paradise Flats",1,"198.73",0.99,"14.73","177.63",4.24,171.91,3.25,1.89052411145367,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-07",2022-01-04,"W","Paradise Flats",1,"213.04",0.99,"26","179.72",6.22,172.38,5.23,3.03399466295394,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-08",2022-01-04,"W","Paradise Flats",1,"199.74",1,"22.79","162.99",5.08,152,4.08,2.68421052631579,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-09",2022-01-04,"W","Paradise Flats",1,"184.82",1.02,"26.44","148.29",6.17,141.36,5.15,3.6431805319751,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-10",2022-01-04,"W","Paradise Flats",1,"215.21",1.01,"23.37","173.61",5.28,164.62,4.27,2.59385250880816,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC2201-11",2022-01-04,"W","Paradise Flats",1,"61.82",0.99,"10.15","50.29",2.95,48.9,1.96,4.0081799591002,14,13.98,9.7,8.14,"West Section",2022,"2022","West Section.2022","Post-closure","Post-closure.West Section","West Section.2022.2022-01-04"
"ABWC1712-13",2017-12-05,"W","Cabbage Top",2,"133.79",0.98,"18.62","113.49",4.01,109.16,3.03,2.77574203004764,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-14",2017-12-05,"W","Cabbage Top",2,"157.53",1,"16.45","134.81",3.76,127.97,2.76,2.15675548956787,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-15",2017-12-05,"W","Cabbage Top",2,"116.86",1,"19.28","86.84",4.17,80.94,3.17,3.91648134420558,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-16",2017-12-05,"W","Cabbage Top",2,"133.14",0.99,"17.5","109.83",4.12,100.02,3.13,3.12937412517496,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-17",2017-12-05,"W","Cabbage Top",2,"134.3",0.98,"16.58","114.75",4,109.16,3.02,2.766581165262,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-18",2017-12-05,"W","Cabbage Top",2,"248.5",1.94,"31.01","198.8",5.76,188.3,3.82,2.02867764206054,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-19",2017-12-05,"W","Cabbage Top",2,"177.47",1,"23.98","141.78",4.79,135.16,3.79,2.80408404853507,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-20",2017-12-05,"W","Cabbage Top",2,"96.48",0.99,"14.67","78.57",3.14,73.37,2.15,2.93035300531552,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-21",2017-12-05,"W","Cabbage Top",2,"122.9",1,"14.13","98.34",3.91,91.33,2.91,3.18624767327275,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-22",2017-12-05,"W","Cabbage Top",2,"82.74",0.99,"11.36","69.36",3,65.35,2.01,3.07574598316756,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-23",2017-12-05,"W","Cabbage Top",2,"49.18",0.97,"9.61","38.86",2.56,37.04,1.59,4.292656587473,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-24",2017-12-05,"W","Cabbage Top",2,"214.3",0.95,"25.02","180.9",5.63,170.53,4.68,2.74438515217264,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-25",2017-12-05,"W","Cabbage Top",2,"94.77",0.95,"9.78","74.23",2.25,68,1.3,1.91176470588235,19.6,21.31,8.15,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-01",2017-12-05,"W","Paradise Flats",1,"165.81",0.95,"18.7","139.52",4.11,129.89,3.16,2.43282777735007,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-02",2017-12-05,"W","Paradise Flats",1,"153.47",0.95,"20.48","123.42",4.31,109.47,3.36,3.06933406412716,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-03",2017-12-05,"W","Paradise Flats",1,"133.88",0.95,"15.83","113.98",3.6,101.48,2.65,2.61135199054001,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-04",2017-12-05,"W","Paradise Flats",1,"125.46",1,"19.82","95.89",4.55,88.67,3.55,4.00360888688395,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-05",2017-12-05,"W","Paradise Flats",1,"110.05",0.96,"12.44","92.43",3.07,84.92,2.11,2.48469147432878,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-06",2017-12-05,"W","Paradise Flats",1,"112.8",1.01,"15.19","93.02",3.69,88.02,2.68,3.04476255396501,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-07",2017-12-05,"W","Paradise Flats",1,"145.75",0.94,"27.34","110.83",5.55,99.54,4.61,4.6313039983926,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-08",2017-12-05,"W","Paradise Flats",1,"108.65",1,"11.76","93.39",3.15,88.28,2.15,2.43543271409153,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-09",2017-12-05,"W","Paradise Flats",1,"137.45",0.96,"18.53","107.02",4.04,102.09,3.08,3.01694583210892,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-10",2017-12-05,"W","Paradise Flats",1,"323.6",1.94,"41.34","264.8",7.56,247.5,5.62,2.27070707070707,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-11",2017-12-05,"W","Paradise Flats",1,"189.29",0.98,"26.65","153.78",5,140.85,4.02,2.85410010649627,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1712-12",2017-12-05,"W","Paradise Flats",1,"123.05",0.98,"19.31","97.57",3.58,90.04,2.6,2.88760550866282,19.6,21.55,8.1,8.16,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-12-05"
"ABWC1711-13",2017-11-01,"W","Cabbage Top",2,"110.43",1,"11.33","90.96",3.03,85.73,2.03,2.36789921847661,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-14",2017-11-01,"W","Cabbage Top",2,"134.76",1.04,"11.03","113.15",3,107.73,1.96,1.81936322287199,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-15",2017-11-01,"W","Cabbage Top",2,"109.57",0.98,"10.07","95.32",2.63,90.71,1.65,1.81898357402712,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-16",2017-11-01,"W","Cabbage Top",2,"221.2",0.97,"22.63","186.25",4.94,179.63,3.97,2.21009853587931,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-17",2017-11-01,"W","Cabbage Top",2,"49.53",0.97,"5.21","41.74",1.96,39.45,0.99,2.50950570342205,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-18",2017-11-01,"W","Cabbage Top",2,"61.26",1,"5.88","51.97",1.54,48.93,0.54,1.10361741263029,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-19",2017-11-01,"W","Cabbage Top",2,"125.99",1.01,"13.22","106.53",3.18,100.43,2.17,2.16070895150851,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-20",2017-11-01,"W","Cabbage Top",2,"67.96",1.01,"9.33","54.24",2.34,50.28,1.33,2.64518695306285,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-21",2017-11-01,"W","Cabbage Top",2,"87.7",0.97,"8.69","74.56",2.37,69.4,1.4,2.01729106628242,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-22",2017-11-01,"W","Cabbage Top",2,"80.05",0.96,"8.63","61.96",2.34,56.85,1.38,2.42744063324538,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-23",2017-11-01,"W","Cabbage Top",2,"161.41",0.99,"14.03","134.5",3.31,128.86,2.32,1.8004035387242,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-24",2017-11-01,"W","Cabbage Top",2,"97.79",0.99,"10.22","78.18",2.76,74.91,1.77,2.36283540248298,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-25",2017-11-01,"W","Cabbage Top",2,"89.82",0.96,"9.67","73.82",2.76,71.48,1.8,2.51818690542809,18.2,19.93,8.87,8.32,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-01",2017-11-01,"W","Paradise Flats",1,"105.2",0.98,"13.37","82.77",3.29,74.39,2.31,3.10525608280683,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-02",2017-11-01,"W","Paradise Flats",1,"97.43",1,"12.95","82.51",3.18,75.54,2.18,2.88588827111464,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-03",2017-11-01,"W","Paradise Flats",1,"94.56",0.99,"8.69","75.07",2.66,69.89,1.67,2.38946916583202,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-04",2017-11-01,"W","Paradise Flats",1,"112.84",0.94,"12.54","85.29",3.08,77.44,2.14,2.76342975206612,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-05",2017-11-01,"W","Paradise Flats",1,"87.39",0.94,"14.45","69.4",3.26,60.26,2.32,3.84998340524394,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-06",2017-11-01,"W","Paradise Flats",1,"99.76",0.98,"13.77","72.32",3.22,62.04,2.24,3.61057382333978,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-07",2017-11-01,"W","Paradise Flats",1,"140.01",0.95,"17.3","111.89",3.65,104.73,2.7,2.57805786307648,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-08",2017-11-01,"W","Paradise Flats",1,"37.4",0.94,"6.51","28.34",2.02,26.19,1.08,4.12371134020619,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-09",2017-11-01,"W","Paradise Flats",1,"122.12",0.95,"23.44","87.45",4.21,78.56,3.26,4.14969450101833,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-10",2017-11-01,"W","Paradise Flats",1,"87.72",1.01,"9.56","73.82",2.59,67.49,1.58,2.34108756852867,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-11",2017-11-01,"W","Paradise Flats",1,"111.93",0.95,"14.28","89.06",3.47,80.23,2.52,3.14096971207778,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1711-12",2017-11-01,"W","Paradise Flats",1,"55.83",0.94,"9.74","42.05",2.69,37.61,1.75,4.65301781441106,18.7,27.25,9.8,8.33,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-11-01"
"ABWC1710-13",2017-10-09,"W","Cabbage Top",2,"51.29",0.97,"5.85","42.06",1.8,40.44,0.83,2.05242334322453,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-14",2017-10-09,"W","Cabbage Top",2,"150.11",0.98,"18.64","115.89",2.82,109.04,1.84,1.68745414526779,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-15",2017-10-09,"W","Cabbage Top",2,"67.74",0.98,"7.47","53.19",1.99,49.56,1.01,2.03793381759483,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-16",2017-10-09,"W","Cabbage Top",2,"72.98",1,"10.4","57.49",2.39,51.95,1.39,2.67564966313763,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-17",2017-10-09,"W","Cabbage Top",2,"46.31",0.98,"8.03","35.55",2.02,32.49,1.04,3.20098491843644,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-18",2017-10-09,"W","Cabbage Top",2,"70.23",0.99,"9.22","57.23",1.98,52.81,0.99,1.87464495360727,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-19",2017-10-09,"W","Cabbage Top",2,"150.21",1.02,"14.64","121.55",2.72,114.86,1.7,1.48006268500784,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-20",2017-10-09,"W","Cabbage Top",2,"92.51",0.98,"9.18","73.56",2.26,68.54,1.28,1.86752261453166,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-21",2017-10-09,"W","Cabbage Top",2,"66.15",0.99,"6.96","55.6",1.99,51.42,1,1.94476857253987,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-22",2017-10-09,"W","Cabbage Top",2,"71.44",1,"10.76","54",2.54,49.14,1.54,3.13390313390313,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-23",2017-10-09,"W","Cabbage Top",2,"53.22",1.01,"7.62","43.44",2.06,40.17,1.05,2.61389096340553,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-24",2017-10-09,"W","Cabbage Top",2,"55.52",1.01,"8.82","41.8",2.39,38.99,1.38,3.53936906899205,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-25",2017-10-09,"W","Cabbage Top",2,"54.27",0.95,"7.77","43.04",2.04,39.72,1.09,2.74420946626385,26.7,27.13,6.64,7.97,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-01",2017-10-09,"W","Paradise Flats",1,"77.77",0.98,"10.19","60.04",2.33,52.51,1.35,2.5709388687869,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-02",2017-10-09,"W","Paradise Flats",1,"105.91",0.97,"12.47","87.39",2.54,76.99,1.57,2.03922587349006,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-03",2017-10-09,"W","Paradise Flats",1,"112.34",0.99,"9.61","93.24",2.25,85.24,1.26,1.47817925856405,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-04",2017-10-09,"W","Paradise Flats",1,"113.19",0.96,"13.2","88.86",2.85,82.36,1.89,2.29480330257407,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-05",2017-10-09,"W","Paradise Flats",1,"96.39",0.97,"12.06","77.22",2.53,73.96,1.56,2.10924824229313,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-06",2017-10-09,"W","Paradise Flats",1,"81",1.01,"8.83","58.51",2.31,50.08,1.3,2.59584664536741,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-07",2017-10-09,"W","Paradise Flats",1,"67.35",0.98,"7.85","59.7",1.98,56.48,1,1.77053824362606,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-08",2017-10-09,"W","Paradise Flats",1,"102.26",0.97,"8.3","88.51",2.02,80.9,1.05,1.29789864029666,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-09",2017-10-09,"W","Paradise Flats",1,"103.07",0.98,"9.43","85.29",2.16,74.94,1.18,1.57459300773953,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-10",2017-10-09,"W","Paradise Flats",1,"104.19",1,"16.24","78.9",2.66,71.27,1.66,2.32917075908517,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-11",2017-10-09,"W","Paradise Flats",1,"156.04",0.96,"15.01","134.37",2.49,125.97,1.53,1.21457489878543,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1710-12",2017-10-09,"W","Paradise Flats",1,"130.13",0.98,"11.19","107.52",2.29,93.25,1.31,1.40482573726542,26.8,25.81,6.7,8.03,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-10-09"
"ABWC1709-15",2017-09-05,"W","Cabbage Top",2,"73.64",1,"9.99","58.32",2.25,53.31,1.25,2.34477583942975,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-16",2017-09-05,"W","Cabbage Top",2,"75.72",0.97,"11.69","57.31",2.13,50.79,1.16,2.28391415632999,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-17",2017-09-05,"W","Cabbage Top",2,"134.35",0.97,"13.25","107.12",2.38,99.01,1.41,1.42409857590142,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-18",2017-09-05,"W","Cabbage Top",2,"87.44",0.97,"9.53","76.1",2.12,72.75,1.15,1.5807560137457,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-19",2017-09-05,"W","Cabbage Top",2,"53.66",0.97,"7.12","44.12",1.85,40.82,0.88,2.15580597746203,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-20",2017-09-05,"W","Cabbage Top",2,"152.4",0.97,"16.64","120.99",2.66,115.6,1.69,1.46193771626298,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-21",2017-09-05,"W","Cabbage Top",2,"105.26",0.97,"11.44","78.85",2.49,74.47,1.52,2.04109037196186,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-22",2017-09-05,"W","Cabbage Top",2,"84.13",0.97,"8.2","68.61",1.92,64.22,0.95,1.4792899408284,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-23",2017-09-05,"W","Cabbage Top",2,"65.46",1.05,"5.47","54.14",1.53,52.44,0.48,0.91533180778032,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-24",2017-09-05,"W","Cabbage Top",2,"77.72",1,"7.05","66.3",1.77,63.37,0.77,1.21508600284046,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-25",2017-09-05,"W","Cabbage Top",2,"75.65",0.99,"7.4","64.17",1.82,59.16,0.83,1.40297498309669,29.2,19.08,7.28,8.28,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-01",2017-09-05,"W","Paradise Flats",1,"103.52",0.98,"9.3","87.32",1.98,82.73,1,1.20875135984528,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-02",2017-09-05,"W","Paradise Flats",1,"58.53",0.99,"7.86","49.93",2.08,46.34,1.09,2.35217954251187,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-03",2017-09-05,"W","Paradise Flats",1,"157.65",0.98,"11.22","133.3",2.12,121.64,1.14,0.93719171325222,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-04",2017-09-05,"W","Paradise Flats",1,"77.5",1,"6.51","65.06",1.65,61.62,0.65,1.05485232067511,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-05",2017-09-05,"W","Paradise Flats",1,"56.11",0.99,"7.35","46.03",1.68,41.49,0.69,1.66305133767173,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-06",2017-09-05,"W","Paradise Flats",1,"89.35",0.98,"10.2","76.36",1.97,69.91,0.99,1.41610642254327,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
"ABWC1709-07",2017-09-05,"W","Paradise Flats",1,"114.02",1.01,"12.03","97.78",2.16,91.61,1.15,1.25532147145508,28.8,18.59,7.33,8.31,"West Section",2017,"2017","West Section.2017","Pre-closure","Pre-closure.West Section","West Section.2017.2017-09-05"
